Segmented Element,POS,Dependecies
可,VERB,aux:modal
經,ADP,case
由,ADP,case
這些,DET,det
電路,NOUN,nmod:prep
加以,VERB,ROOT
輸送,NOUN,dobj
。,PUNCT,punct
電子,NOUN,compound:nn
封裝,NOUN,nmod:assmod
的,PART,case
另,DET,det
一,NUM,dep
功能,NOUN,nsubj
，,PUNCT,punct
則,ADV,advmod
是,VERB,cop
藉由,ADP,case
封裝,NOUN,compound:nn
材料,NOUN,nmod:assmod
的,PART,case
導熱,ADJ,amod
功能,NOUN,nmod:prep
，,PUNCT,punct
將,X,aux:ba
電子,NOUN,dep
於線,NOUN,case
路間,PART,case
傳遞,VERB,acl
產生,VERB,conj
的,PART,mark
熱量,NOUN,dep
去除,VERB,ROOT
，,PUNCT,punct
以,PART,aux:prtmod
避免,VERB,conj
IC,PUNCT,compound:nn
晶片,NOUN,nsubj
因,ADP,case
過熱,VERB,nmod:prep
而,PART,aux:prtmod
毀損,VERB,ccomp
。,PUNCT,punct
最後,ADV,advmod
，,PUNCT,punct
IC,PUNCT,compound:nn
封裝,NOUN,nsubj
除對,ADP,case
易碎,VERB,amod
的,PART,mark
晶片,NOUN,nmod:prep
提供,VERB,nmod:prep
了,PUNCT,punct
足夠,VERB,amod
的,PART,mark
機械,NOUN,compound:nn
強度,NOUN,dep
，,PUNCT,punct
以及,CCONJ,cc
適當,VERB,amod
的,PART,mark
保護,NOUN,dobj
，,PUNCT,punct
亦,ADV,advmod
避免,VERB,ROOT
了,PUNCT,punct
精細,VERB,amod
的,PART,mark
積體,NOUN,amod
電路,NOUN,nsubj
受到,VERB,acl
污染,NOUN,dobj
的,PART,mark
可能性,NOUN,dobj
。,PUNCT,punct
"
 
",SPACE,ROOT
IC,PUNCT,punct
封裝,NOUN,nsubj
除了,ADP,case
能,VERB,aux:modal
提供,VERB,nmod:prep
上述,ADJ,amod
主要,ADJ,amod
功能,NOUN,dobj
之外,PART,case
，,PUNCT,punct
亦可,VERB,aux:modal
使,VERB,ROOT
IC,PUNCT,punct
產品,NOUN,dobj
具有,VERB,ccomp
優雅,VERB,amod
美觀,VERB,compound:vc
的,PART,mark
外表,NOUN,dobj
，,PUNCT,punct
並為,ADP,case
使用者,NOUN,nmod:prep
提供,VERB,conj
了,PUNCT,punct
安全,VERB,amod
的,PART,mark
使用,NOUN,conj
及,CCONJ,cc
簡便,VERB,amod
的,PART,mark
操作,NOUN,compound:nn
環境,NOUN,dobj
。,PUNCT,punct
" 
 
",SPACE,ROOT
IC,PUNCT,punct
封裝,NOUN,nsubj
依,ADP,case
使用,NOUN,compound:nn
材料,NOUN,nmod:prep
可,VERB,aux:modal
分為,VERB,ROOT
陶瓷,NOUN,conj
（,PUNCT,punct
ceramic,NOUN,parataxis:prnmod
）,PUNCT,punct
及,CCONJ,cc
塑膠,NOUN,dep
（,PUNCT,punct
plastic,NOUN,parataxis:prnmod
）,PUNCT,punct
兩種,NUM,dobj
，,PUNCT,punct
而,ADV,advmod
目前,NOUN,compound:nn
商業,NOUN,compound:nn
應用,NOUN,nsubj
，,PUNCT,punct
則,ADV,advmod
以,ADP,case
塑膠,NOUN,compound:nn
封裝,NOUN,nmod:prep
為主,VERB,conj
。,PUNCT,punct
以,ADP,case
塑膠,NOUN,compound:nn
封裝,NOUN,nmod:prep
中,PART,case
打線,VERB,conj
接合,VERB,ROOT
為例,VERB,dep
，,PUNCT,punct
其,PRON,compound:nn
步驟,NOUN,nsubj
依序,ADV,advmod
為晶,NOUN,dep
圓切割,NOUN,conj
（,PUNCT,punct
die,VERB,dep
saw,NOUN,dep
）,PUNCT,punct
、,PUNCT,punct
黏晶,NOUN,conj
（,PUNCT,punct
die,VERB,parataxis:prnmod
mount／die,VERB,dep
bond,NOUN,dep
）,PUNCT,punct
、,PUNCT,punct
銲線,NOUN,conj
（,PUNCT,punct
wire,ADJ,dep
bond,NOUN,parataxis:prnmod
）,PUNCT,punct
、,PUNCT,punct
封膠,NOUN,conj
（,PUNCT,punct
mold,NOUN,parataxis:prnmod
）,PUNCT,punct
、,PUNCT,punct
剪切,NOUN,conj
／,PUNCT,punct
成形,NOUN,dep
（,PUNCT,punct
trim／form,NOUN,parataxis:prnmod
）,PUNCT,punct
、,PUNCT,punct
印字,NOUN,conj
（,PUNCT,punct
mark,NOUN,parataxis:prnmod
）,PUNCT,punct
、,PUNCT,punct
電鍍,NOUN,dep
（,PUNCT,punct
plating,NOUN,conj
）,PUNCT,punct
及,CCONJ,cc
檢驗,NOUN,dep
（,PUNCT,punct
inspection,NOUN,parataxis:prnmod
）,PUNCT,punct
等,PART,etc
。,PUNCT,punct
以下,ADV,advmod
依序,ADV,advmod
對封,NOUN,case
裝,NOUN,compound:nn
製程,NOUN,nmod:assmod
的,PART,case
各,DET,det
個,DET,dep
步驟,NOUN,nmod:prep
做,VERB,ROOT
一,NUM,dep
說明,NOUN,dobj
：,PUNCT,punct
"
 
",SPACE,compound:nn
（,PUNCT,punct
一,NUM,dep
）,PUNCT,punct
晶圓,NOUN,compound:nn
切割,NOUN,conj
（,PUNCT,punct
die,VERB,dep
saw,NOUN,dep
）,PUNCT,punct
"
 
",SPACE,punct
晶圓,NOUN,compound:nn
切割,NOUN,nmod:assmod
的,PART,case
目的,NOUN,nsubj
乃是,VERB,cop
要,VERB,xcomp
將前,X,aux:ba
製程,NOUN,nsubj
加工,VERB,acl
完成,VERB,advmod:rcomp
的,PART,mark
晶圓,NOUN,dep
上,PART,case
一,NUM,dep
顆,NUM,mark:clf
顆,NUM,mark:clf
的,PART,case
晶粒,NOUN,dep
（,PUNCT,punct
Die,PUNCT,parataxis:prnmod
）,PUNCT,punct
切割,VERB,ROOT
分離,VERB,advmod:rcomp
。,PUNCT,punct
首先,ADV,advmod
要,VERB,xcomp
在,ADP,case
晶圓,NOUN,compound:nn
背面,NOUN,nmod:prep
貼上,VERB,ROOT
膠帶,NOUN,dobj
（,PUNCT,punct
blue,ADJ,amod
tape,NOUN,parataxis:prnmod
）,PUNCT,punct
並置,VERB,conj
於,ADP,case
鋼製,NOUN,nmod:assmod
的,PART,case
框架,NOUN,nmod:prep
上,PART,case
，,PUNCT,punct
此,DET,det
一,NUM,dep
動,NOUN,compound:nn
作,NOUN,nsubj
叫,VERB,conj
晶圓,NOUN,compound:nn
黏片,NOUN,dobj
（,PUNCT,punct
wafer,PROPN,compound:nn
mount,NOUN,parataxis:prnmod
）,PUNCT,punct
（,PUNCT,punct
右圖,NOUN,dep
）,PUNCT,punct
。,PUNCT,ROOT
"
 
",SPACE,punct
而,ADV,advmod
後,ADV,advmod
再,ADV,advmod
送至,VERB,ROOT
晶片切,NOUN,compound:nn
割機,NOUN,advmod:loc
上,PART,case
進行,VERB,conj
切割,VERB,dobj
。,PUNCT,ROOT
切割,VERB,advcl:loc
完,VERB,advmod:rcomp
後,PART,case
，,PUNCT,punct
一,NUM,nummod
顆,NUM,mark:clf
顆,NUM,nmod:assmod
的,PART,case
晶粒,NOUN,nsubj
井然有序,VERB,advmod:dvp
的,PART,mark
排列,VERB,ROOT
在,ADP,case
膠帶,NOUN,nmod:prep
上,PART,case
，,PUNCT,punct
如,ADP,case
下圖,NOUN,conj
，,PUNCT,punct
同時,ADV,advmod
由於,ADP,case
框架,NOUN,nmod:assmod
的,PART,case
支撐,NOUN,nmod:prep
可,VERB,aux:modal
避免,VERB,conj
膠帶,NOUN,compound:nn
皺摺,NOUN,dobj
而,PART,aux:prtmod
使,VERB,conj
晶粒,NOUN,dep
互相,ADV,advmod
碰撞,VERB,ccomp
，,PUNCT,punct
而,ADV,advmod
框架,NOUN,nsubj
撐住,VERB,conj
膠帶,NOUN,dobj
以,PART,aux:prtmod
便於,ADP,case
搬運,VERB,nmod:prep
。,PUNCT,punct
"

",SPACE,punct
晶圓,NOUN,compound:nn
黏片,NOUN,nsubj
（,PUNCT,punct
wafer,NOUN,compound:nn
mount,NOUN,parataxis:prnmod
）,PUNCT,punct
乃是,VERB,dep
於晶圓,NOUN,case
背面,NOUN,nmod:prep
貼上,VERB,conj
膠帶,NOUN,dobj
（,PUNCT,punct
blue,ADJ,amod
tape,NOUN,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
並置,VERB,conj
於,ADP,case
鋼製,NOUN,amod
的,PART,case
框架,NOUN,nmod:prep
上,PART,case
。,PUNCT,punct
"
 
",SPACE,ROOT
（,PUNCT,punct
二,NUM,ROOT
）,PUNCT,punct
黏晶,NOUN,dep
（,PUNCT,punct
die,VERB,parataxis:prnmod
mount,NOUN,dobj
/,PUNCT,punct
die,VERB,dep
bond,NOUN,parataxis:prnmod
）,PUNCT,punct
"
 
",SPACE,punct
黏晶,NOUN,nmod:assmod
的,PART,case
目的,NOUN,nsubj
乃是,VERB,cop
將,X,aux:ba
一,NUM,nummod
顆,NUM,mark:clf
顆,NUM,dep
分離,VERB,acl
的,PART,mark
晶粒,NOUN,dep
放置,VERB,ROOT
在,ADP,case
導線,NOUN,compound:nn
架,NOUN,nmod:prep
（,PUNCT,punct
lead,ADJ,dep
frame,NOUN,parataxis:prnmod
）,PUNCT,punct
（,PUNCT,punct
下,NOUN,compound:nn
左圖,NOUN,dep
）,PUNCT,punct
上,PART,case
，,PUNCT,punct
並用,ADP,conj
銀膠,NOUN,dep
（,PUNCT,punct
epoxy,NOUN,parataxis:prnmod
）,PUNCT,punct
黏著,VERB,compound:vc
固定,VERB,conj
。,PUNCT,punct
"
 
",SPACE,punct
導,NOUN,nsubj
線架,NOUN,nsubj
是,VERB,conj
提供,VERB,conj
晶粒,NOUN,dobj
一,NUM,nummod
個,NUM,mark:clf
黏著,VERB,amod
的,PART,mark
位置,NOUN,dobj
（,PUNCT,punct
晶粒,NOUN,compound:nn
座,NOUN,compound:nn
die,ADJ,dep
pad,NOUN,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
並預,ADV,advmod
設,VERB,conj
有,VERB,advmod:rcomp
可,VERB,aux:modal
延伸,VERB,acl
IC,PUNCT,punct
晶粒,NOUN,dep
電路,NOUN,dobj
的,PART,mark
延伸,NOUN,compound:nn
腳,NOUN,dobj
（,PUNCT,punct
分為,VERB,parataxis:prnmod
內,NOUN,compound:nn
引腳,NOUN,conj
及,CCONJ,cc
外引,NOUN,amod
腳,NOUN,dobj
inner,ADJ,dep
lead/outer,ADJ,dep
lead,NOUN,parataxis:prnmod
）,PUNCT,punct
。,PUNCT,punct
一,NUM,dep
個,NUM,mark:clf
導,NOUN,dep
線架,NOUN,advmod:loc
上,PART,case
依,ADP,case
不同,ADJ,amod
的,PART,case
設計,NOUN,nmod:prep
可以,VERB,aux:modal
有,VERB,ROOT
數,PUNCT,compound:nn
個晶,NOUN,compound:nn
粒座,NOUN,dobj
，,PUNCT,punct
這數,DET,det
個晶,NOUN,dep
粒座,NOUN,nsubj
通常,ADV,advmod
排成,VERB,conj
一,NUM,dep
列,PUNCT,dobj
，,PUNCT,punct
亦,ADV,advmod
有,VERB,conj
成矩,VERB,amod
陣式,NOUN,amod
的,PART,case
多,NUM,dep
列,PUNCT,compound:nn
排法,NOUN,dobj
。,PUNCT,punct
導線,NOUN,dep
架經,ADP,case
傳輸,VERB,advcl:loc
至,VERB,advmod:rcomp
定位,NOUN,dobj
後,PART,case
，,PUNCT,punct
首先,ADV,advmod
要,VERB,xcomp
在,ADP,case
晶粒,NOUN,compound:nn
座,NOUN,dep
預定,VERB,acl
黏著,VERB,acl
晶粒,NOUN,dobj
的,PART,mark
位置,NOUN,nmod:prep
上,PART,case
點上,VERB,ROOT
銀膠,NOUN,dobj
（,PUNCT,punct
此,DET,det
一,NUM,dep
動作,NOUN,nsubj
稱為,VERB,dep
點膠,NOUN,dobj
）,PUNCT,punct
，,PUNCT,punct
然後,ADV,advmod
移至,VERB,conj
下,DET,det
一,NUM,dep
位置,NOUN,dobj
將晶,NOUN,dep
粒置,VERB,conj
放,VERB,conj
其,PRON,advmod:loc
上,PART,case
。,PUNCT,punct
而,ADV,advmod
經過,ADP,case
切割,NOUN,nmod
的,PART,mark
晶圓,NOUN,nmod
上,PART,case
的,PART,case
晶粒,NOUN,nsubj
則,ADV,advmod
由,ADP,case
取放,NOUN,nmod:prep
臂,NOUN,dep
一,NUM,nummod
顆,NUM,mark:clf
一,NUM,dep
顆,NUM,mark:clf
地置,VERB,ROOT
放在,VERB,case
已,ADV,advmod
點膠,VERB,acl
的,PART,mark
晶粒,NOUN,compound:nn
座,NOUN,ROOT
上,PART,case
。,PUNCT,ROOT
黏晶,VERB,nmod
完後,PART,case
的,PART,case
導線,NOUN,nsubj
架,NOUN,nsubj
則經,ADP,advmod
由,ADP,case
傳輸,NOUN,compound:nn
設備,NOUN,nmod:prep
送至,VERB,ROOT
彈匣,NOUN,dobj
（,PUNCT,punct
magazine,NOUN,parataxis:prnmod
）,PUNCT,punct
內,PART,case
。,PUNCT,punct
黏晶,VERB,nmod
後,PART,case
的,PART,case
成品,NOUN,nsubj
如下,ADP,dep
右圖,NOUN,dobj
所示,VERB,ROOT
。,PUNCT,ROOT
" 
 
 
",SPACE,ROOT
導線,NOUN,nsubj
架,NOUN,nsubj
（,PUNCT,punct
lead,ADJ,amod
frame,NOUN,parataxis:prnmod
）,PUNCT,punct
提供,VERB,ROOT
了晶粒,NOUN,dobj
黏著,VERB,acl
的,PART,mark
位置,NOUN,dobj
，,PUNCT,punct
並預,VERB,conj
設,VERB,conj
有,VERB,advmod:rcomp
可,VERB,aux:modal
延伸,VERB,acl
I,PUNCT,punct
C晶粒,NOUN,dep
電路,NOUN,dobj
的,PART,mark
延伸,NOUN,compound:nn
腳,NOUN,dobj
（,PUNCT,punct
分內,NOUN,parataxis:prnmod
引腳,NOUN,conj
及,CCONJ,cc
外引腳,NOUN,dobj
）,PUNCT,punct
。,PUNCT,punct
一,NUM,dep
個,NUM,mark:clf
導線,NOUN,dep
架上,NOUN,case
一,NUM,dep
不,PUNCT,punct
同,ADJ,amod
設計,NOUN,nsubj
可,VERB,aux:modal
有,VERB,ROOT
一,NUM,nummod
個,NUM,mark:clf
或,CCONJ,cc
數,PUNCT,compound:nn
個晶,NOUN,compound:nn
粒座,NOUN,dobj
。,PUNCT,ROOT
"
 
 
",SPACE,punct
（,PUNCT,punct
三,NUM,compound:nn
）,PUNCT,punct
銲線,NOUN,dobj
（,PUNCT,punct
wire,ADJ,amod
bond,NOUN,parataxis:prnmod
）,PUNCT,punct
"
 
",SPACE,punct
銲線,NOUN,nmod:assmod
的,PART,case
目的,NOUN,nsubj
是,VERB,cop
將晶粒,X,nmod
上,PART,case
的,PART,case
接點,NOUN,dep
以,ADP,case
極細,VERB,amod
的,PART,mark
金線,NOUN,dep
（,PUNCT,punct
18~50um,NUM,parataxis:prnmod
）,PUNCT,punct
連接,VERB,ROOT
到,VERB,conj
導線,NOUN,dep
架上,NOUN,case
的,PART,case
內引腳,NOUN,dobj
，,PUNCT,punct
藉,ADV,advmod
而,ADV,advmod
將,X,aux:ba
IC,PUNCT,compound:nn
晶粒,NOUN,nmod:assmod
的,PART,case
電路,NOUN,compound:nn
訊號,NOUN,dep
傳輸,VERB,conj
到,VERB,advmod:rcomp
外界,NOUN,dobj
。,PUNCT,punct
當導,NOUN,case
線架,NOUN,nsubj
從彈,ADP,case
匣內,NOUN,case
傳送,VERB,nmod:prep
至,VERB,advmod:rcomp
定位,NOUN,dobj
後,PART,case
，,PUNCT,punct
應用,VERB,ROOT
電子,NOUN,compound:nn
影像,NOUN,punct
處理,NOUN,compound:nn
技術,NOUN,dobj
來,PUNCT,punct
確定,VERB,conj
晶粒,NOUN,dep
上,PART,case
各,DET,det
個,DET,det
接點,NOUN,dep
，,PUNCT,punct
以及,CCONJ,cc
每,DET,det
一,NUM,dep
接點,NOUN,nsubj
所,PART,aux:prtmod
相,ADV,advmod
對應,VERB,acl
的,PART,mark
內引腳,NOUN,nmod
上,PART,case
的,PART,case
接點,NOUN,nmod:assmod
的,PART,case
位置,NOUN,dobj
，,PUNCT,punct
然後,ADV,advmod
做,VERB,conj
銲線,NOUN,nmod:assmod
的,PART,case
動作,NOUN,dobj
。,PUNCT,punct
銲,PUNCT,advmod:loc
線時,NOUN,dep
，,PUNCT,punct
以,ADP,case
晶粒,NOUN,nmod
上,PART,case
的,PART,case
接點為,NOUN,dep
第一,NUM,amod:ordmod
銲點,NOUN,ROOT
，,PUNCT,punct
內,NOUN,compound:nn
接腳,NOUN,nmod
上,PART,case
的,PART,case
接點為,NOUN,nsubj
第二,NUM,amod:ordmod
銲,PUNCT,compound:nn
點,NOUN,conj
。,PUNCT,punct
首先,ADV,advmod
，,PUNCT,punct
將金線,NOUN,nmod:assmod
的,PART,case
端點,NOUN,dep
燒結,VERB,ROOT
成,VERB,advmod:rcomp
小球,NOUN,dobj
，,PUNCT,punct
而,ADV,advmod
後將,ADV,aux:ba
小球,NOUN,dep
壓銲,VERB,conj
在,ADP,case
第一,NUM,amod:ordmod
銲,PUNCT,nmod:prep
點上,NOUN,case
（,PUNCT,punct
此,PRON,nsubj
稱為,VERB,dep
第一,NUM,amod:ordmod
銲,PUNCT,dep
，,PUNCT,punct
first,NUM,amod:ordmod
bond,NOUN,dobj
）,PUNCT,punct
。,PUNCT,punct
接著,ADV,advmod
依設,ADP,case
計,VERB,acl
好的,PART,advmod:rcomp
路徑,NOUN,dep
拉,PUNCT,compound:nn
金線,NOUN,nsubj
，,PUNCT,punct
最,ADV,advmod
後將,ADV,aux:ba
金線,NOUN,dep
壓銲,VERB,ROOT
在,ADP,case
第二,NUM,amod:ordmod
銲,PUNCT,nmod:prep
點上,NOUN,case
（,PUNCT,punct
此,PRON,dep
稱為,VERB,dep
第二,NUM,amod:ordmod
銲,PUNCT,dep
，,PUNCT,punct
second,ADJ,amod
bond,NOUN,dobj
）,PUNCT,punct
，,PUNCT,punct
同,ADV,advmod
時並,ADV,advmod
拉斷,VERB,conj
第二,NUM,amod:ordmod
銲,PUNCT,compound:nn
點,NOUN,conj
與鋼,CCONJ,nmod
嘴間,NOUN,case
的,PART,case
金線,NOUN,dobj
，,PUNCT,punct
而,PART,aux:prtmod
完成,VERB,conj
一,NUM,nummod
條,NUM,mark:clf
金線,NOUN,nmod:assmod
的,PART,case
銲線,NOUN,compound:nn
動作,NOUN,dobj
（,PUNCT,punct
下圖左,NOUN,dep
）,PUNCT,punct
。,PUNCT,punct
接著,ADV,advmod
便,PUNCT,nsubj
又,ADV,advmod
結成,VERB,ROOT
小球,NOUN,dobj
開始,VERB,conj
下,DET,det
一,NUM,dep
條,NUM,mark:clf
金線,NOUN,nmod:assmod
之,PART,case
銲,PUNCT,punct
線,NOUN,compound:nn
動作,NOUN,dobj
。,PUNCT,punct
銲線,NOUN,nsubj
完成,VERB,dep
後,PART,case
之,PART,case
晶,NOUN,conj
粒與,CCONJ,cc
導線,NOUN,nsubj
架則,NOUN,advmod
如圖,ADP,dep
所示,VERB,ROOT
。,PUNCT,punct
下圖,NOUN,appos
右為,VERB,case
30,PUNCT,dep
µØ,PUNCT,nmod:assmod
之,PART,case
金,PUNCT,punct
線與,NOUN,nsubj
頭髮,NOUN,nmod:assmod
的,PART,case
比較,NOUN,ROOT
。,PUNCT,ROOT
"
  
 
",SPACE,ROOT
（,PUNCT,punct
四,NUM,ROOT
）,PUNCT,punct
封膠,VERB,dep
（,PUNCT,punct
mold,NOUN,parataxis:prnmod
）,PUNCT,punct
"
 
",SPACE,punct
封膠,NOUN,dobj
的,PART,mark
目的,NOUN,dep
有,VERB,ROOT
以下,ADJ,amod
數點,NOUN,dobj
：,PUNCT,punct
"
 
",SPACE,punct
,PUNCT,ROOT
防止,VERB,conj
濕氣,NOUN,dobj
等,PART,etc
由,ADP,case
外部,NOUN,nmod:prep
侵入,VERB,ccomp
。,PUNCT,ROOT
"
",SPACE,ROOT
以,ADP,case
機械,NOUN,compound:nn
方式,NOUN,nmod:prep
支持,VERB,ROOT
導線,NOUN,dobj
。,PUNCT,punct
"
",SPACE,ROOT
,PUNCT,ROOT
有效,VERB,advmod:dvp
地,PART,mark
將內部,NOUN,nsubj
產生,VERB,acl
的,PART,mark
熱排,VERB,dep
出於,VERB,case
外部,NOUN,nmod:prep
。,PUNCT,ROOT
"
",SPACE,ROOT
,PUNCT,ROOT
提供,VERB,ROOT
能,VERB,aux:modal
夠,VERB,aux:modal
手持,VERB,acl
的,PART,mark
形體,NOUN,dobj
。,PUNCT,punct
" 
 
",SPACE,punct
封膠,VERB,acl
的,PART,mark
過程,NOUN,nsubj
比較,ADV,advmod
單純,VERB,ROOT
，,PUNCT,punct
首先,ADV,advmod
將,X,aux:ba
銲線,NOUN,nsubj
完成,VERB,acl
的,PART,mark
導線,NOUN,dep
架置,NOUN,dep
放於,VERB,dep
框架,NOUN,advmod:loc
上,PART,case
並,CCONJ,cc
先,ADV,advmod
行,PUNCT,punct
預熱,VERB,conj
，,PUNCT,punct
再,ADV,advmod
將,X,aux:ba
框架,NOUN,dep
置,VERB,conj
於壓,ADP,case
模機,NOUN,nmod:prep
（,PUNCT,punct
mold,ADJ,amod
press,NOUN,parataxis:prnmod
）,PUNCT,punct
上,PART,case
的,PART,case
封裝,NOUN,dobj
模上,NOUN,case
，,PUNCT,punct
此,NOUN,nmod:tmod
時,ADV,advmod
預熱,VERB,acl
好的,PART,mark
樹脂,NOUN,nsubj
亦,ADV,advmod
準備,VERB,conj
好,VERB,advmod:rcomp
投入,VERB,acl
封裝,NOUN,advmod:loc
模上,NOUN,case
的,PART,mark
樹脂,NOUN,compound:nn
進,VERB,compound:nn
料口,NOUN,dobj
。,PUNCT,punct
啟動,VERB,advcl:loc
機器,NOUN,dobj
後,PART,case
，,PUNCT,punct
壓模,NOUN,compound:nn
機壓,NOUN,nsubj
下,VERB,ROOT
，,PUNCT,punct
封閉,VERB,conj
上下模,NOUN,dobj
再,ADV,advmod
將,X,aux:ba
半溶化,VERB,nmod
後,PART,case
的,PART,case
樹脂,NOUN,dep
擠入,VERB,conj
模中,NOUN,dobj
，,PUNCT,punct
待,ADP,case
樹脂,NOUN,nsubj
充填,VERB,nmod:prep
硬化,VERB,advmod:rcomp
後,PART,case
，,PUNCT,punct
開模,VERB,conj
取出,VERB,conj
成品,NOUN,dobj
。,PUNCT,punct
封膠,NOUN,nsubj
完成,VERB,nmod
後,PART,case
的,PART,case
成品,NOUN,nsubj
，,PUNCT,punct
可以,VERB,aux:modal
看到,VERB,ROOT
在,ADP,case
每,DET,det
一,NUM,dep
條,NUM,mark:clf
導,NOUN,compound:nn
線架,NOUN,nmod:prep
上,PART,case
的,PART,case
每,DET,det
一,NUM,dep
顆,NUM,mark:clf
晶粒,NOUN,nsubj
包覆,VERB,ccomp
著,PART,aux:asp
堅固,VERB,amod
之外,PART,mark
殼,NOUN,dobj
，,PUNCT,punct
並伸,VERB,conj
出外,ADJ,amod
引腳,NOUN,dobj
互相,ADV,advmod
串聯,PUNCT,punct
在一起,ADV,advmod
（,PUNCT,punct
如圖所示,VERB,dep
）,PUNCT,punct
。,PUNCT,ROOT
"
  

",SPACE,punct
（,PUNCT,punct
五,NUM,dep
）,PUNCT,punct
印字,NOUN,dep
（,PUNCT,punct
Mark,PUNCT,parataxis:prnmod
）,PUNCT,punct
"
 
",SPACE,punct
印字,NOUN,nmod:assmod
的,PART,case
目的,NOUN,nsubj
，,PUNCT,punct
在,ADV,advmod
註明,VERB,ROOT
商品,NOUN,nmod:assmod
的,PART,case
規格,NOUN,conj
及,CCONJ,cc
製造者,NOUN,dobj
。,PUNCT,ROOT
良,PUNCT,punct
好的,PART,dep
印字,NOUN,compound:nn
令人,NOUN,nsubj
有,VERB,ROOT
高尚,ADJ,amod
產品,NOUN,nmod:assmod
的,PART,case
感覺,NOUN,dobj
，,PUNCT,punct
因此,ADV,advmod
，,PUNCT,punct
在,ADP,case
IC,PUNCT,compound:nn
封裝,NOUN,compound:nn
過程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
印字,NOUN,nsubj
亦,ADV,advmod
是,VERB,cop
相當,ADV,advmod
重要,VERB,conj
的,PART,mark
，,PUNCT,punct
往往,ADV,advmod
會,VERB,aux:modal
有,VERB,conj
因為,ADP,case
印字不,NOUN,dep
清晰,VERB,nmod:prep
或,CCONJ,cc
字跡,NOUN,nsubj
斷裂,VERB,conj
而,PART,aux:prtmod
遭致,VERB,acl
退貨,VERB,ccomp
重新,ADV,advmod
印字,VERB,conj
的,PART,mark
情形,NOUN,dobj
。,PUNCT,ROOT
" 
 
",SPACE,punct
印字,NOUN,nmod:assmod
的,PART,case
方式,NOUN,dep
有,VERB,ROOT
下列,NOUN,nsubj
幾種,NUM,dep
：,PUNCT,ROOT
"
 
",SPACE,ROOT
,PUNCT,ROOT
印式,NOUN,dep
：,PUNCT,punct
直接,ADV,advmod
像,ADP,case
印章,NOUN,nmod:prep
一,VERB,conj
樣,VERB,advmod
印字,VERB,ROOT
在,ADP,case
膠體,NOUN,nmod:prep
上,PART,case
。,PUNCT,punct
"
",SPACE,ROOT
轉,NOUN,compound:nn
印式,NOUN,nmod:topic
（,PUNCT,punct
pad,NOUN,compound:nn
print,NOUN,parataxis:prnmod
）,PUNCT,punct
：,PUNCT,punct
使用,VERB,ROOT
轉,NOUN,dobj
印頭,NOUN,dobj
，,PUNCT,punct
從字,NOUN,case
模上,NOUN,nmod:prep
沾印,VERB,conj
再,ADV,advmod
印字,VERB,conj
在,ADP,case
膠體,NOUN,nmod:prep
上,PART,case
。,PUNCT,punct
"
",SPACE,punct
雷,PUNCT,punct
射刻,NOUN,compound:nn
印方式,NOUN,dobj
（,PUNCT,punct
laser,ADJ,amod
mark,NOUN,parataxis:prnmod
）,PUNCT,punct
：,PUNCT,punct
使用,VERB,conj
雷射,NOUN,dobj
直接,ADV,advmod
在,ADP,case
膠體,NOUN,nmod:prep
上,PART,case
刻印,VERB,conj
。,PUNCT,punct
" 
 
",SPACE,punct
為了,ADP,case
要,VERB,xcomp
使,VERB,nmod:prep
印字,NOUN,dobj
清晰且,VERB,ccomp
不易,PUNCT,punct
脫落,VERB,ccomp
，,PUNCT,punct
IC,PUNCT,punct
膠體,NOUN,nmod:assmod
的,PART,case
清潔,NOUN,conj
、,PUNCT,punct
印料,NOUN,nmod:assmod
的,PART,case
選用,NOUN,conj
及,CCONJ,cc
印字,VERB,nmod:assmod
的,PART,mark
方式,NOUN,nsubj
，,PUNCT,punct
就,ADV,advmod
相當,ADV,advmod:dvp
的,PART,mark
重要,VERB,ROOT
。,PUNCT,punct
而,ADV,advmod
在,ADP,case
印字,NOUN,nmod:assmod
的,PART,case
過程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
自動化,VERB,acl
的,PART,mark
印字,NOUN,compound:nn
機,NOUN,dep
有,VERB,ROOT
一定,ADJ,amod
的,PART,case
程序,NOUN,dobj
來,PUNCT,punct
完成,VERB,conj
每,DET,det
項,NUM,mark:clf
工作,NOUN,dobj
以,PART,aux:prtmod
確保,VERB,conj
印字,NOUN,nmod:assmod
的,PART,case
牢靠,NOUN,dobj
。,PUNCT,punct
印字,NOUN,nmod
後,PART,case
的,PART,case
成品,NOUN,nsubj
如圖,NOUN,dep
所示,VERB,ROOT
。,PUNCT,punct
"
                  
 
",SPACE,ROOT
（,PUNCT,punct
六,PUNCT,ROOT
）,PUNCT,punct
剪切,VERB,dep
／,PUNCT,punct
成形,VERB,dep
（,PUNCT,punct
trim,NOUN,dep
／,PUNCT,punct
form,NOUN,dep
）,PUNCT,punct
"
 
",SPACE,punct
封膠,VERB,nmod
完後,VERB,case
的,PART,case
導線,NOUN,nsubj
架須,VERB,punct
先,ADV,advmod
將導,NOUN,aux:ba
線架,NOUN,dep
上,PART,case
多,ADJ,amod
餘,ADJ,amod
的,PART,case
殘膠,NOUN,dep
