Segmented Element,POS,Dependecies
原料,NOUN,advmod
再,ADV,advmod
利用,VERB,acl
流程,NOUN,dobj
.,PUNCT,ROOT
................................................,PUNCT,ROOT
76,NUM,ROOT
"

",SPACE,punct
圖,NOUN,nmod:topic
5.4,NUM,dep
-,CCONJ,punct
4,NUM,nsubj
無機性,ADJ,amod
污泥,NOUN,nsubj
替代,VERB,ROOT
人工,ADJ,amod
骨材,NOUN,compound:nn
原料,NOUN,dobj
再,ADV,advmod
利用,VERB,conj
流程,NOUN,dobj
.,PUNCT,ROOT
...................................,PUNCT,ROOT
..,PUNCT,ROOT
..,PUNCT,ROOT
77,NUM,ROOT
"

",SPACE,ROOT
圖,NOUN,nmod:assmod
5.4,NUM,dep
-,PUNCT,punct
5,NUM,parataxis:prnmod
中鋼,PROPN,compound:nn
公司,NOUN,nsubj
再,ADV,advmod
利用,VERB,conj
氟化,ADJ,compound:nn
鈣污,NOUN,dep
泥前,PART,case
加工,VERB,conj
處理,NOUN,compound:nn
流程,NOUN,dobj
.,PUNCT,ROOT
....................................,PUNCT,ROOT
77,NUM,dep
"

",SPACE,dep
圖,NOUN,dep
5.5,NUM,dep
-,PUNCT,punct
1,NUM,dep
廢切,ADJ,amod
削油過,NOUN,dep
濾與,CCONJ,cc
分離,VERB,dep
之,PART,mark
設,NOUN,ROOT
備,NOUN,ROOT
.,PUNCT,ROOT
................................................................,PUNCT,ROOT
81,NUM,dep
"

",SPACE,punct
圖,NOUN,compound:nn
5.5,NUM,dep
-2,NUM,dep
遠心,NOUN,compound:nn
分離,NOUN,compound:nn
機運,NOUN,compound:nn
作,NOUN,compound:nn
原理,NOUN,ROOT
.,NOUN,ROOT
..............,PUNCT,ROOT
.............................................................,PUNCT,ROOT
82,NUM,dep
"

",SPACE,punct
圖,NOUN,compound:nn
5.5,NUM,dep
-3,NUM,dep
廢切,ADJ,amod
削油,NOUN,compound:nn
多重,ADV,advmod
離心,NOUN,compound:nn
回收,NOUN,compound:nn
系統,NOUN,compound:nn
範例,NOUN,ROOT
.........................................................,PUNCT,punct
83,NUM,dep
"

",SPACE,punct
圖,NOUN,dep
6,NUM,dep
.,ADJ,dep
1-1,NUM,dep
矽晶,NOUN,dep
圓片化,NOUN,compound:nn
學蝕,NOUN,compound:nn
刻廢,ADJ,amod
混酸,NOUN,dep
之,PART,case
溶劑,NOUN,compound:nn
萃取,NOUN,compound:nn
流程,NOUN,conj
及,CCONJ,cc
質量,NOUN,compound:nn
平衡,NOUN,ROOT
...................,NUM,ROOT
.,PUNCT,ROOT
90,NUM,ROOT
"

",SPACE,ROOT
圖,NOUN,dep
6,NUM,nmod:range
.,ADJ,punct
1-2,NUM,ROOT
廢,ADJ,amod
混酸,NOUN,nmod:topic
以,ADP,case
2,NUM,dep
-,ADJ,amod
乙,NOUN,dep
基己,NOUN,nmod:prep
醇為,VERB,acl
萃取,NOUN,dep
劑,NOUN,dobj
的,PART,mark
等,ADJ,amod
溫萃,NOUN,amod
取線,NOUN,conj
及,CCONJ,cc
醋酸,NOUN,nmod:assmod
的,PART,case
麥泰,PROPN,nsubj
"
",SPACE,ROOT
(,PUNCT,punct
McCabe,PUNCT,punct
-,NOUN,dobj
Thielie),PUNCT,punct
分析,VERB,dep
............................................................................,PUNCT,dep
91,NUM,ROOT
"

",SPACE,compound:nn
圖,NOUN,compound:nn
6,NUM,dep
.,NUM,punct
1,NUM,dep
-3,NUM,dep
廢,ADJ,amod
混酸,NOUN,dep
以,ADP,case
2,NUM,dep
-,ADJ,amod
乙,NOUN,dep
基己,NOUN,compound:nn
醇,NOUN,nmod:prep
萃取,VERB,amod
分離,VERB,dobj
後,PART,case
的,PART,case
洗滌段,NOUN,conj
數與,CCONJ,cc
有,ADJ,amod
機相,ADJ,amod
濃度,VERB,acl
關係,NOUN,ROOT
"
",SPACE,punct
(洗,NOUN,punct
滌液,NOUN,dep
：,PUNCT,punct
2,NUM,dep
m,NUM,dep
ol,NOUN,dep
/,PUNCT,punct
L,PUNCT,compound:nn
醋酸,NOUN,parataxis:prnmod
，,PUNCT,punct
O,PUNCT,ROOT
/,PUNCT,punct
A=,VERB,conj
10,NUM,dep
),PUNCT,punct
........................................................,NOUN,ROOT
91,NUM,dep
"

",SPACE,punct
圖,NOUN,ROOT
6,NUM,dep
.,NUM,dep
1,NUM,dep
-,CCONJ,punct
4,NUM,dep
以,ADP,case
水自,ADP,compound:nn
2,NUM,dep
-,ADJ,amod
乙,NOUN,compound:nn
基己,NOUN,compound:nn
醇脫,VERB,nmod:prep
除,VERB,acl
醋酸,NOUN,dobj
的,PART,mark
等,NOUN,compound:nn
溫脫,NOUN,compound:nn
除線,NOUN,nmod:prep
及,CCONJ,dep
其麥,PROPN,dep
－,PROPN,punct
泰,PROPN,dep
"
",SPACE,nmod:prep
(,PUNCT,punct
McCabe,PUNCT,punct
-,PROPN,nsubj
Thielie),PUNCT,punct
作,VERB,ROOT
圖法,NOUN,compound:nn
分析,NOUN,dobj
................................................................,PUNCT,ROOT
92,NUM,ROOT
"

",SPACE,ROOT
圖,NOUN,ROOT
6,NUM,dep
.,NUM,dep
1,NUM,dep
-,CCONJ,punct
5,NUM,dep
廢,ADJ,amod
混酸,NOUN,dep
以,ADP,case
磷酸,NOUN,compound:nn
三丁酯,NOUN,dep
(T,PUNCT,punct
BP),PUNCT,punct
為萃,VERB,acl
取劑,NOUN,dobj
的,PART,mark
等,ADJ,amod
溫萃,NOUN,amod
取線,NOUN,conj
及,CCONJ,cc
硝酸,NOUN,nmod:assmod
的,PART,case
麥,PROPN,nmod:prep
"
",SPACE,dep
－,PROPN,nmod
泰(,PROPN,dobj
McCabe,PUNCT,punct
-,NOUN,parataxis:prnmod
Thielie),PUNCT,punct
分析,VERB,dep
....................................................................,PUNCT,dep
92,NUM,ROOT
"

",SPACE,ROOT
圖,NOUN,ROOT
6,NUM,ROOT
.,NUM,ROOT
1-6,NUM,dep
廢,ADJ,amod
混酸,NOUN,compound:nn
以,ADP,case
磷酸,NOUN,compound:nn
三丁酯,NOUN,nsubj
(T,PUNCT,punct
BP),PUNCT,punct
萃取,VERB,nmod
分離,VERB,compound:vc
後,PART,case
的,PART,case
洗滌段,NOUN,compound:nn
數與,CCONJ,cc
有,ADJ,amod
機,ADJ,amod
相濃,NOUN,compound:nn
"
",SPACE,punct
度關,NOUN,compound:nn
係(,NOUN,compound:nn
洗,NOUN,compound:nn
滌液,NOUN,dep
：,PUNCT,punct
12,NUM,nummod
mol,NUM,mark:clf
/,PUNCT,punct
L,PUNCT,compound:nn
醋酸,NOUN,ROOT
，,PUNCT,punct
O,PUNCT,ROOT
/,PUNCT,punct
A=,VERB,conj
10,NUM,dep
),PUNCT,punct
.,PUNCT,punct
.........................................,NOUN,ROOT
93,NUM,ROOT
"

",SPACE,punct
圖,NOUN,compound:nn
6,NUM,dep
.,NUM,ROOT
1-7,NUM,dep
以,ADP,case
水自,ADP,nmod:prep
磷酸,NOUN,compound:nn
三丁酯,NOUN,dep
(T,PUNCT,punct
BP),PUNCT,punct
脫除,VERB,acl
硝酸,NOUN,dobj
的,PART,mark
等,NOUN,compound:nn
溫脫,NOUN,compound:nn
除線,NOUN,conj
及,CCONJ,cc
其麥,PROPN,dep
－,PROPN,punct
泰,PROPN,dep
"
",SPACE,punct
(,PUNCT,punct
McCabe,PUNCT,punct
-,NOUN,parataxis:prnmod
Thielie),PUNCT,punct
作,VERB,conj
圖法,NOUN,compound:nn
分析,NOUN,dep
................................................................,PUNCT,punct
93,NUM,dep
"


 
",SPACE,punct
V,PUNCT,punct
"

",SPACE,punct
圖,NOUN,aux:asp
6,NUM,punct
.,ADJ,mark:clf
1,NUM,dep
-,ADJ,punct
8,NUM,dep
廢混,ADJ,amod
酸經,NOUN,dep
離醋酸,NOUN,conj
及,CCONJ,cc
硝酸,NOUN,nmod
後,PART,case
之,PART,case
廢,ADJ,amod
氫,NOUN,ROOT
氟酸,NOUN,ROOT
，,PUNCT,punct
以,ADP,case
磷酸,NOUN,compound:nn
三丁酯,NOUN,nsubj
(T,PUNCT,punct
BP),PUNCT,punct
為,VERB,acl
"
",SPACE,punct
萃取,NOUN,dep
劑,NOUN,dobj
的,PART,mark
等,ADJ,amod
溫萃,NOUN,compound:nn
取線,NOUN,ROOT
及麥,CCONJ,dep
－,PROPN,punct
泰(,PROPN,punct
McCabe,PUNCT,punct
-,NOUN,parataxis:prnmod
Thielie),PUNCT,punct
分析,VERB,dep
........................,NOUN,dep
94,NUM,ROOT
"

",SPACE,ROOT
圖,NOUN,dep
6,NUM,dep
.,NUM,punct
1,NUM,ROOT
-,PUNCT,punct
9,NUM,ROOT
以,ADP,case
水自,ADP,nmod:prep
磷酸,NOUN,compound:nn
三丁酯,NOUN,nmod:prep
(T,PUNCT,punct
BP),PUNCT,punct
脫除,VERB,acl
氫氟,NOUN,dobj
酸,NOUN,dobj
的,PART,case
等,ADJ,amod
溫脫,NOUN,compound:nn
除線,NOUN,conj
及,CCONJ,cc
其麥,PROPN,dep
－,PROPN,punct
泰,PROPN,nmod:prep
"
",SPACE,nmod:prep
(,PUNCT,punct
McCabe,PUNCT,punct
-,PROPN,parataxis:prnmod
Thielie),PUNCT,punct
作,VERB,ROOT
圖法,NOUN,compound:nn
分析,VERB,dobj
................................................................,PUNCT,ROOT
94,NUM,dep
圖,NOUN,dep
6,NUM,ROOT
.,NUM,dep
2-1,NUM,dep
D,PUNCT,punct
廠廢,NOUN,compound:nn
溶劑,NOUN,compound:nn
資源化,NOUN,compound:nn
處理,NOUN,compound:nn
流程,NOUN,ROOT
.................................................................,NOUN,punct
96,NUM,dep
"

",SPACE,punct
圖,NOUN,compound:nn
6,NUM,dep
.,ADJ,dep
2-2,NUM,dep
D,PUNCT,punct
廠廢,NOUN,amod
異丙,NOUN,compound:nn
醇,NOUN,compound:nn
資源化,NOUN,dep
處理,NOUN,dep
流程,NOUN,ROOT
.............................................................,PUNCT,punct
97,NUM,ROOT
"

",SPACE,ROOT
圖,NOUN,compound:nn
6,NUM,dep
.,NUM,nmod:assmod
2-3,NUM,dep
E,PUNCT,punct
廠廢,NOUN,compound:nn
溶劑,NOUN,compound:nn
資源化,NOUN,compound:nn
處理,NOUN,ROOT
程,NOUN,ROOT
.,NOUN,ROOT
.................................................................,PUNCT,punct
99,NUM,dep
"

",SPACE,punct
圖,NOUN,compound:nn
6.3,NUM,dep
-,PUNCT,punct
1,NUM,amod:ordmod
晶圓,NOUN,compound:nn
切割,NOUN,compound:nn
方式,NOUN,compound:nn
比,NOUN,compound:nn
較圖,NOUN,ROOT
...........................................................................,PUNCT,punct
102,NUM,dep
"

",SPACE,dep
圖,NOUN,compound:nn
6.3,NUM,dep
-2,NUM,nummod
線切,NOUN,compound:nn
割機,NOUN,nmod:assmod
之,PART,case
切,PUNCT,dep
削劑,NOUN,compound:nn
回收,NOUN,compound:nn
系統,NOUN,ROOT
..........,PUNCT,ROOT
....................................................,PUNCT,ROOT
104,NOUN,appos
"

",SPACE,compound:nn
圖,NOUN,compound:nn
6.3,NUM,dep
-3,NUM,dep
遠心,NOUN,compound:nn
分離,NOUN,compound:nn
機結,NOUN,dep
構圖,NOUN,ROOT
...............................................................................,PUNCT,punct
104,NOUN,compound:nn
"

",SPACE,punct
圖,NOUN,compound:nn
7.,NUM,dep
1-1,NUM,dep
資源化,NOUN,compound:nn
系統,NOUN,compound:nn
規劃,NOUN,compound:nn
評估,NOUN,compound:nn
實驗,NOUN,compound:nn
流程,NOUN,ROOT
....................,PUNCT,ROOT
......................................,PUNCT,ROOT
106,NUM,dep
"

",SPACE,punct
圖,NOUN,compound:nn
7.,NUM,dep
2-1,NUM,dep
資源化,ADJ,amod
設備,NOUN,compound:nn
評估,NOUN,compound:nn
流程,NOUN,ROOT
.,PUNCT,ROOT
..........................................................................,NUM,ROOT
109,NOUN,dep
"

 

 


 
",SPACE,compound:nn
V,PUNCT,punct
I,PUNCT,nsubjpass
"

",SPACE,punct
表,NOUN,compound:nn
"
",SPACE,nmod:assmod
目,NOUN,appos
"
",SPACE,dep
錄,PUNCT,compound:nn
" 

",SPACE,compound:nn
表,NOUN,dep
3,NUM,dep
.,NUM,dep
2-1,NUM,dep
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
製造,NOUN,compound:nn
業廢,NOUN,compound:nn
棄物,NOUN,nsubj
產出,VERB,acl
情形,NOUN,conj
及,CCONJ,cc
清理,NOUN,compound:nn
現況,NOUN,ROOT
..,PUNCT,ROOT
..,X,ROOT
..,NUM,dep
..,NUM,ROOT
............................,PUNCT,ROOT
18,NUM,ROOT
"

",SPACE,punct
表,VERB,dep
3,NUM,dep
.,NUM,dep
2-2,NUM,dep
收受,VERB,dep
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
製造,NOUN,compound:nn
業廢,NOUN,compound:nn
棄物,NOUN,compound:nn
機構,NOUN,compound:nn
名單,NOUN,ROOT
.,PUNCT,ROOT
................................................,NUM,ROOT
20,NOUN,ROOT
"

",SPACE,ROOT
表,NOUN,dep
4.1,NUM,dep
-,PUNCT,punct
1,NUM,dep
單位,NOUN,compound:nn
矽晶,NOUN,compound:nn
圓拋,NOUN,compound:nn
光片,NOUN,nsubj
所,PART,aux:prtmod
消耗,VERB,acl
之,PART,mark
原,NOUN,ROOT
物料,NOUN,dobj
數量,PUNCT,punct
.............................................,PUNCT,punct
27,NUM,appos
"

",SPACE,ROOT
表,NOUN,dep
4.1,NUM,dep
-2,NUM,compound:nn
單位,NOUN,compound:nn
矽晶,NOUN,compound:nn
圓拋,NOUN,dobj
片,NOUN,nmod:assmod
之,PART,case
污染,NOUN,compound:nn
負荷,NOUN,ROOT
.,PUNCT,punct
............................................................,NUM,ROOT
28,NOUN,ROOT
"

",SPACE,punct
表,VERB,dep
4.1,NUM,dep
-3,NUM,nummod
矽,NOUN,compound:nn
晶圓,NOUN,compound:nn
製造,NOUN,compound:nn
工廠,NOUN,compound:nn
環境,NOUN,compound:nn
特性,NOUN,compound:nn
分析,NOUN,compound:nn
結果,NOUN,compound:nn
彙,NOUN,compound:nn
整表,NOUN,dobj
.........................................,NUM,punct
30,NUM,ROOT
"

",SPACE,ROOT
表,NOUN,dep
4.1,NUM,dep
-,ADJ,nmod:assmod
4,NUM,dep
矽晶,NOUN,compound:nn
圓製,NOUN,compound:nn
造工,NOUN,compound:nn
廠,NOUN,compound:nn
生命,NOUN,compound:nn
週期,NOUN,compound:nn
分析,NOUN,nmod:assmod
的,PART,mark
環境,NOUN,compound:nn
特性,NOUN,conj
與廠,NOUN,compound:nn
內,NOUN,compound:nn
數據,NOUN,nmod:assmod
之,PART,case
比,NOUN,dobj
較,NOUN,dobj
.........,NUM,punct
30,NUM,ROOT
"

",SPACE,ROOT
表,NOUN,dep
4.,NUM,dep
2-1,NUM,nmod:range
晶圓片,NOUN,nmod:assmod
的,PART,case
酸,NOUN,compound:nn
蝕刻,NOUN,compound:nn
製程,NOUN,conj
與鹼,CCONJ,compound:nn
蝕刻,NOUN,compound:nn
製程,NOUN,nmod:assmod
的,PART,case
比較,NOUN,dep
.,PUNCT,punct
....................................,NOUN,ROOT
34,NUM,ROOT
"

",SPACE,ROOT
表,VERB,conj
4.,NUM,dep
2-2,NUM,dep
SEM,PUNCT,ROOT
I,PUNCT,punct
標準,NOUN,nmod:assmod
的,PART,case
超高純,ADJ,amod
度化,NOUN,compound:nn
學,NOUN,compound:nn
試劑,NOUN,nmod:assmod
的,PART,case
技術,NOUN,compound:nn
指標,NOUN,dobj
......................................,NUM,punct
43,NUM,ROOT
"

",SPACE,ROOT
表,NOUN,ROOT
4.,NUM,dep
2-3,NUM,dep
各,DET,det
種,NUM,mark:clf
常用,ADJ,amod
瓶裝,ADJ,amod
氣體,NOUN,nmod:assmod
的,PART,case
顏色,NOUN,compound:nn
標識,NOUN,dobj
..............................................,NUM,ROOT
..............,PUNCT,ROOT
44,NUM,ROOT
"

",SPACE,ROOT
表,NOUN,dep
5.,NUM,dep
3-1,NUM,dep
常見,ADV,amod
之,PART,case
有,ADJ,amod
機溶,NOUN,compound:nn
劑,NOUN,dobj
.....................................................................................,PUNCT,punct
56,NUM,ROOT
"

",SPACE,compound:nn
表,NOUN,compound:nn
5.,NUM,dep
3-2,NUM,compound:nn
氣態,NOUN,compound:nn
廢,NOUN,compound:nn
溶劑,NOUN,compound:nn
回收,NOUN,compound:nn
技術,NOUN,nmod:assmod
之,PART,case
優,NOUN,compound:nn
缺點,NOUN,compound:nn
比,NOUN,compound:nn
較,NOUN,ROOT
.,PUNCT,ROOT
...................................................,NUM,ROOT
59,NUM,ROOT
"

",SPACE,ROOT
表,NOUN,dep
5.,NUM,punct
3,NUM,ROOT
-3,NUM,ROOT
可,VERB,aux:modal
由,ADP,case
滲透,ADJ,compound:nn
蒸發,NOUN,compound:nn
技術,NOUN,nmod:prep
分離,VERB,ROOT
或,CCONJ,cc
純化,VERB,conj
之,PART,mark
產物,NOUN,dobj
.................................................,NOUN,punct
67,NUM,ROOT
"

",SPACE,ROOT
表,NOUN,dep
5.,NUM,dep
3,NUM,dep
-,PUNCT,punct
4,NUM,dep
水泥窯,NOUN,nsubj
使用,VERB,acl
廢溶劑,NOUN,dobj
作為,VERB,ccomp
輔助,ADJ,amod
燃料,NOUN,compound:nn
認定,NOUN,compound:nn
原則,NOUN,dobj
.,PUNCT,punct
........................................,NUM,punct
70,NUM,ROOT
"

",SPACE,compound:nn
表,NOUN,compound:nn
5.,NUM,dep
3,NUM,dep
-,DET,punct
5,NUM,dep
半導,NOUN,compound:nn
體製,NOUN,compound:nn
造業,NOUN,conj
及,CCONJ,cc
光電,NOUN,compound:nn
材料,NOUN,conj
及,CCONJ,cc
元件,NOUN,compound:nn
製造,NOUN,compound:nn
業,NOUN,nmod:assmod
之,PART,case
混,ADJ,compound:nn
合廢,NOUN,compound:nn
溶劑,NOUN,nsubj
再,ADV,advmod
利用,VERB,acl
規定,NOUN,ROOT
.,NUM,punct
71,NUM,dep
"

",SPACE,ROOT
表,NOUN,mark:clf
6,NUM,dep
1-1,NUM,dep
化學,NOUN,nsubj
蝕刻,VERB,acl
之,PART,mark
廢,ADJ,amod
混酸,NOUN,compound:nn
組成,NOUN,ROOT
.........................................................................,PUNCT,ROOT
89,NUM,ROOT
"

",SPACE,ROOT
表,NOUN,dep
6,NUM,dep
.,NUM,dep
2-1,NUM,dep
異丙醇,NOUN,nmod:assmod
之,PART,case
工業,NOUN,compound:nn
規格,NOUN,dobj
.,PUNCT,ROOT
................................................................................,PUNCT,ROOT
98,NUM,dep
"


 
",SPACE,punct
-,ADJ,ROOT
-,PUNCT,punct
"

",SPACE,punct
第一,NUM,nummod
章,NUM,mark:clf
前言,NOUN,dep
"

",SPACE,punct
1.1,NUM,dep
緣起,NOUN,nsubj
"

",SPACE,xcomp
近,ADV,ROOT
年來,PUNCT,punct
，,PUNCT,punct
在,ADP,case
政府,NOUN,nsubj
與民間,NOUN,nsubj
共同,ADV,advmod
努力,VERB,nmod:prep
之下,PART,case
，,PUNCT,punct
促進,VERB,dep
了國,NOUN,compound:nn
內工,NOUN,compound:nn
業持,VERB,dep
續,VERB,xcomp
成長,VERB,ccomp
，,PUNCT,punct
為國家,NOUN,compound:nn
經,NOUN,compound:nn
"
",SPACE,nmod:prep
濟,NOUN,compound:nn
發展,NOUN,conj
及,CCONJ,cc
國民,NOUN,compound:nn
生活,NOUN,compound:nn
水準,NOUN,compound:nn
提昇,NOUN,nmod:prep
帶,VERB,conj
來不,PUNCT,punct
可,VERB,aux:modal
忽視,VERB,acl
的,PART,mark
改善,NOUN,dobj
。,PUNCT,punct
然而,ADV,advmod
隨著,ADP,case
經濟,NOUN,nmod:assmod
之,PART,case
成長,NOUN,nmod:prep
，,PUNCT,punct
產業,NOUN,dep
在,ADP,case
"
",SPACE,punct
工業,NOUN,compound:nn
污染,NOUN,compound:nn
防治,NOUN,conj
及,CCONJ,cc
廢棄物,NOUN,compound:nn
處理,NOUN,nmod:assmod
之,PART,case
觀念,NOUN,nsubj
上雖,PART,advmod
已,ADV,advmod
提升,VERB,dep
，,PUNCT,punct
但,ADV,advmod
在,ADP,case
技術,NOUN,nmod:prep
上,PART,case
尚未,ADV,advmod
能,VERB,aux:modal
伴隨,ADP,case
工業,NOUN,nmod:assmod
之,PART,case
發,NOUN,dep
"
",SPACE,dobj
展而,NOUN,nmod:prep
進步,VERB,ROOT
，,PUNCT,punct
以,ADV,advmod
致工,NOUN,compound:nn
業發,NOUN,compound:nn
展與,NOUN,cc
環境,NOUN,compound:nn
保護,NOUN,compound:nn
兩者,NOUN,advmod:loc
之,PART,case
間時,ADV,advmod
有,VERB,conj
衝突,NOUN,dobj
。,PUNCT,punct
因此,ADV,advmod
如何,ADV,advmod
促使,VERB,conj
兩者,NOUN,dobj
兼,VERB,ccomp
"
",SPACE,punct
顧,VERB,ccomp
，,PUNCT,punct
讓產,VERB,conj
業,NOUN,dobj
在,ADP,case
持續,VERB,advmod
發展,VERB,acl
的,PART,mark
同時,NOUN,nmod:prep
，,PUNCT,punct
亦,ADV,advmod
能,VERB,aux:modal
落實,VERB,ccomp
污染,NOUN,compound:nn
防治,NOUN,compound:nn
工作,NOUN,dobj
，,PUNCT,punct
得以,VERB,xcomp
永續,ADV,advmod
經營,VERB,conj
成長,VERB,compound:vc
，,PUNCT,punct
實,ADV,advmod
"
",SPACE,punct
為,VERB,cop
政府,NOUN,conj
與業界,NOUN,nsubj
共同,ADV,advmod
亟待,VERB,acl
解決,VERB,ccomp
之,PART,mark
課題,NOUN,ROOT
。,PUNCT,ROOT
"

",SPACE,ROOT
在,ADP,case
過去,NOUN,dep
二十,NOUN,dep
年,PUNCT,nmod:assmod
的,PART,case
發展,NOUN,compound:nn
過程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
台灣,PROPN,nmod:assmod
產業型,NOUN,compound:nn
態,NOUN,nsubj
由,ADP,case
傳統,ADJ,nmod:prep
勞力,PUNCT,punct
密集,ADJ,amod
產業,NOUN,parataxis:prnmod
轉型,VERB,ROOT
為知,VERB,advmod:rcomp
"
",SPACE,punct
識,PUNCT,ROOT
、,PUNCT,punct
資本,NOUN,conj
與,CCONJ,cc
技術,NOUN,nsubj
密集,VERB,amod
之,PART,mark
高科技,ADJ,compound:nn
產業,NOUN,dobj
，,PUNCT,punct
隨著,ADP,case
電子,NOUN,compound:nn
資訊,NOUN,nmod:assmod
的,PART,case
創新,NOUN,conj
與,CCONJ,cc
活耀,NOUN,nmod:prep
，,PUNCT,punct
使得,VERB,conj
科技,NOUN,compound:nn
產業,NOUN,dobj
"
",SPACE,ccomp
成長,NOUN,dobj
更加,ADV,advmod
快速,VERB,ccomp
。,PUNCT,ROOT
我,PRON,compound:nn
國半,NOUN,compound:nn
導體,NOUN,compound:nn
產業,NOUN,nmod:assmod
之,PART,case
專,NOUN,compound:nn
業,NOUN,compound:nn
分工,NOUN,compound:nn
體系,NOUN,compound:nn
結構,NOUN,nsubj
非常,ADV,advmod
完整,VERB,ROOT
，,PUNCT,punct
計,VERB,conj
有,VERB,ccomp
140,NUM,nummod
家,NUM,mark:clf
的,PART,case
IC,PUNCT,compound:nn
"
",SPACE,compound:nn
設計,NOUN,compound:nn
公司,NOUN,conj
、,PUNCT,punct
10,NUM,nummod
家晶,NOUN,compound:nn
圓材,NOUN,compound:nn
料業者,NOUN,dobj
、,PUNCT,punct
4,NUM,nummod
家,NUM,mark:clf
光罩,NOUN,compound:nn
公司,NOUN,conj
、,PUNCT,punct
16,NUM,nummod
家,NUM,mark:clf
晶圓,NOUN,compound:nn
製造,NOUN,compound:nn
公司,NOUN,conj
、,PUNCT,punct
48,NUM,nummod
家,NUM,mark:clf
封裝,NOUN,compound:nn
"
",SPACE,punct
公司,NOUN,conj
、,PUNCT,punct
37,NUM,dep
家測,NOUN,compound:nn
試業者,NOUN,conj
以及,CCONJ,cc
13,NUM,nummod
家導,NOUN,compound:nn
線架,NOUN,compound:nn
生產,NOUN,compound:nn
廠商,NOUN,dobj
等,PART,etc
，,PUNCT,punct
擁有,VERB,conj
專業,NOUN,conj
與,CCONJ,cc
效率,NOUN,nmod:assmod
的,PART,case
優勢,NOUN,dep
，,PUNCT,punct
以,CCONJ,cc
"
",SPACE,conj
及,CCONJ,cc
全球,NOUN,nmod:assmod
的,PART,case
競爭力,NOUN,dobj
。,PUNCT,punct
我,PRON,nsubj
國,NOUN,nsubj
是,VERB,cop
全球,NOUN,compound:nn
晶圓,NOUN,compound:nn
代工,NOUN,nmod:assmod
的,PART,case
龍頭,NOUN,ROOT
，,PUNCT,punct
以,ADP,case
進口,VERB,acl
之,PART,mark
矽,NOUN,compound:nn
晶圓,NOUN,compound:nn
材料,NOUN,nmod:prep
進行,VERB,conj
8,NUM,dep
吋與,NUM,mark:clf
"
",SPACE,acl
12,NUM,amod
吋矽,NOUN,compound:nn
晶圓,NOUN,compound:nn
長晶,NOUN,dep
、,PUNCT,punct
切割,VERB,conj
、,PUNCT,punct
拋光,VERB,dep
至,ADP,case
磊晶,NOUN,dobj
等,PART,etc
一,ADJ,amod
貫,ADJ,amod
作業,NOUN,dobj
，,PUNCT,punct
然,ADV,advmod
各,DET,dep
項,NUM,mark:clf
製程,NOUN,compound:nn
技術,NOUN,nsubj
仍,ADV,advmod
多,ADV,advmod
掌握,VERB,conj
在,ADP,case
日,PROPN,conj
、,PUNCT,punct
"
",SPACE,punct
美少,PROPN,dep
數領,PUNCT,punct
先廠,NOUN,compound:nn
商手,NOUN,advmod:loc
中,PART,case
。,PUNCT,ROOT
有,VERB,dep
鑒於,VERB,dep
此,PRON,dobj
，,PUNCT,punct
國內,NOUN,compound:nn
學,NOUN,conj
術與,CCONJ,cc
研究,NOUN,compound:nn
單位,NOUN,nsubj
自,ADP,case
1998,NOUN,nmod:prep
年以來,ADP,dep
，,PUNCT,punct
在,ADP,case
科專,NOUN,compound:nn
"
",SPACE,case
計畫,NOUN,nsubj
支持,VERB,nmod:prep
下將,PART,case
硬脆,ADJ,amod
材料,NOUN,compound:nn
延性,ADJ,amod
加工,NOUN,compound:nn
技術,NOUN,dep
運用,VERB,ROOT
於,ADP,case
再,ADJ,amod
生晶,NOUN,compound:nn
圓與,NOUN,cc
各,ADJ,amod
式氧,ADJ,compound:nn
化物,NOUN,compound:nn
晶圓,NOUN,nmod:prep
上,PART,case
，,PUNCT,punct
開發,VERB,conj
"
",SPACE,punct
出,VERB,advmod:rcomp
各式,ADJ,amod
單晶,NOUN,amod
晶圓,NOUN,compound:nn
產品,NOUN,dobj
，,PUNCT,punct
如,ADV,advmod
：,PUNCT,punct
半導,NOUN,compound:nn
體矽,NOUN,compound:nn
晶圓,NOUN,conj
、,PUNCT,punct
無線,ADJ,amod
通訊,NOUN,compound:nn
藍寶石,NOUN,compound:nn
晶圓,NOUN,conj
、,PUNCT,punct
光電,NOUN,compound:nn
產業,NOUN,nmod:assmod
之,PART,case
氧,NOUN,compound:nn
"
",SPACE,compound:nn
化物,NOUN,compound:nn
晶圓,NOUN,conj
、,PUNCT,punct
微機,ADJ,amod
電系,NOUN,conj
統與,NOUN,cc
生物,NOUN,compound:nn
科技,NOUN,nsubj
等,PART,etc
達十,VERB,parataxis:prnmod
餘種,NUM,mark:clf
；,PUNCT,punct
轉移,VERB,conj
給國,NOUN,advmod:rcomp
內半,NOUN,compound:nn
導,NOUN,compound:nn
體業者,NOUN,dobj
，,PUNCT,punct
使,VERB,conj
國內,NOUN,compound:nn
"
",SPACE,dobj
業者,NOUN,dobj
具有,VERB,ccomp
高精度,ADJ,amod
、,PUNCT,punct
高,ADJ,amod
品質,NOUN,conj
、,PUNCT,punct
高,ADJ,amod
效率,ADJ,conj
、,PUNCT,punct
