Relation,Count,Ratio
坯體,1,0.03%
有利於,1,0.03%
垃圾,1,0.03%
月度,1,0.03%
月,1,0.03%
型,1,0.03%
最終,1,0.03%
型態,1,0.03%
最早,1,0.03%
最少,1,0.03%
執行,1,0.03%
圓片,1,0.03%
束手無策,1,0.03%
回暖,1,0.03%
圍,1,0.03%
模式,1,0.03%
模廠,1,0.03%
回歸,1,0.03%
標杆,1,0.03%
標,1,0.03%
樂觀,1,0.03%
      -,1,0.03%
構造,1,0.03%
回送,1,0.03%
極力推 廣,1,0.03%
極高,1,0.03%
極限,1,0.03%
極其微,1,0.03%
困擾,1,0.03%
業產出,1,0.03%
固化劑,1,0.03%
業 ,1,0.03%
固業,1,0.03%
棒,1,0.03%
棄置,1,0.03%
棄物,1,0.03%
根據,1,0.03%
國債,1,0.03%
核可,1,0.03%
栓緊,1,0.03%
查詢,1,0.03%
查核,1,0.03%
染整,1,0.03%
架上,1,0.03%
摩爾定,1,0.03%
摩爾,1,0.03%
好幾,1,0.03%
惡劣,1,0.03%
差異化,1,0.03%
應對,1,0.03%
應付,1,0.03%
應 ,1,0.03%
差旅,1,0.03%
己烷,1,0.03%
慢速,1,0.03%
已經,1,0.03%
市售,1,0.03%
感到,1,0.03%
帶出,1,0.03%
愈,1,0.03%
想像,1,0.03%
惡化,1,0.03%
惠,1,0.03%
搶奪,1,0.03%
帶正,1,0.03%
情形,1,0.03%
息息相關,1,0.03%
帶給,1,0.03%
恢復,1,0.03%
恐,1,0.03%
帶走,1,0.03%
性能,1,0.03%
性氣體,1,0.03%
帶送,1,0.03%
性,1,0.03%
思義,1,0.03%
忽視,1,0.03%
帶電,1,0.03%
應求,1,0.03%
應變,1,0.03%
應力,1,0.03%
懸浮,1,0.03%
打破,1,0.03%
打入,1,0.03%
手持,1,0.03%
居,1,0.03%
展現,1,0.03%
所用,1,0.03%
所同,1,0.03%
我們,1,0.03%
層面,1,0.03%
成了,1,0.03%
成長率,1,0.03%
成長為,1,0.03%
成長到,1,0.03%
崩裂,1,0.03%
崩角,1,0.03%
成熟期,1,0.03%
工具,1,0.03%
工程,1,0.03%
成本變高,1,0.03%
工藝,1,0.03%
巨,1,0.03%
成就,1,0.03%
差別化,1,0.03%
差排現象,1,0.03%
成出,1,0.03%
成份酸不同,1,0.03%
成份,1,0.03%
成 ,1,0.03%
差異,1,0.03%
快捷,1,0.03%
忠實,1,0.03%
常態,1,0.03%
形容,1,0.03%
彎腳品,1,0.03%
彌補,1,0.03%
強迫,1,0.03%
強調,1,0.03%
強弱,1,0.03%
平穩期,1,0.03%
平緩,1,0.03%
平面,1,0.03%
平順,1,0.03%
引領,1,0.03%
平行,1,0.03%
引發,1,0.03%
引減,1,0.03%
幾乎,1,0.03%
引出,1,0.03%
引,1,0.03%
底定,1,0.03%
底部,1,0.03%
度,1,0.03%
建設,1,0.03%
建,1,0.03%
廠家,1,0.03%
廠房,1,0.03%
延到,1,0.03%
廠方,1,0.03%
廢 ,1,0.03%
廢氣處,1,0.03%
廢水種,1,0.03%
廢電,1,0.03%
彙集,1,0.03%
形式,1,0.03%
徹底,1,0.03%
形體,1,0.03%
常見,1,0.03%
微量,1,0.03%
微電子,1,0.03%
微蝕,1,0.03%
微粒,1,0.03%
微影,1,0.03%
微弱,1,0.03%
微小,1,0.03%
微妙,1,0.03%
微塵粒,1,0.03%
循環短,1,0.03%
循環,1,0.03%
復甦,1,0.03%
復合,1,0.03%
從業,1,0.03%
干,1,0.03%
干擾,1,0.03%
得知,1,0.03%
得標,1,0.03%
後表面,1,0.03%
後置,1,0.03%
平分,1,0.03%
平台,1,0.03%
影響待,1,0.03%
平坦化,1,0.03%
平整,1,0.03%
影製,1,0.03%
影像,1,0.03%
形狀,1,0.03%
局部,1,0.03%
扣,1,0.03%
尾款,1,0.03%
完美,1,0.03%
推斷出,1,0.03%
推廣,1,0.03%
推展,1,0.03%
推升,1,0.03%
宜大,1,0.03%
控制酸,1,0.03%
客戶,1,0.03%
控,1,0.03%
客觀,1,0.03%
接觸面,1,0.03%
室,1,0.03%
接至,1,0.03%
接線,1,0.03%
接替,1,0.03%
接收,1,0.03%
害氣體,1,0.03%
家,1,0.03%
容,1,0.03%
容積,1,0.03%
探究,1,0.03%
容納於,1,0.03%
探 ,1,0.03%
採行,1,0.03%
採集,1,0.03%
容量,1,0.03%
採用去,1,0.03%
容易碎,1,0.03%
採水,1,0.03%
寄,1,0.03%
宏觀,1,0.03%
完畢,1,0.03%
排除,1,0.03%
完整性,1,0.03%
搶,1,0.03%
如後,1,0.03%
如火如荼,1,0.03%
搖籃,1,0.03%
始終,1,0.03%
損傷層,1,0.03%
委由,1,0.03%
子束,1,0.03%
揮,1,0.03%
換算,1,0.03%
孔口,1,0.03%
孔隙,1,0.03%
插入型,1,0.03%
存 ,1,0.03%
提拉,1,0.03%
提早,1,0.03%
提取,1,0.03%
存有,1,0.03%
存貨,1,0.03%
提到,1,0.03%
孜孜,1,0.03%
學到,1,0.03%
提供為,1,0.03%
學會,1,0.03%
安排,1,0.03%
描述,1,0.03%
安置,1,0.03%
掩埋,1,0.03%
推行,1,0.03%
排泥,1,0.03%
排氣,1,0.03%
扮演,1,0.03%
拉大,1,0.03%
尊為,1,0.03%
拉下,1,0.03%
抽真空,1,0.03%
尋求,1,0.03%
抽氣泵,1,0.03%
對待,1,0.03%
抽檢,1,0.03%
對於,1,0.03%
對準,1,0.03%
對照,1,0.03%
抵觸,1,0.03%
對稱性,1,0.03%
披露,1,0.03%
導,1,0.03%
導出,1,0.03%
導到,1,0.03%
導熱,1,0.03%
投影,1,0.03%
投射,1,0.03%
投,1,0.03%
抓,1,0.03%
導電,1,0.03%
小心,1,0.03%
少數,1,0.03%
承接,1,0.03%
承受,1,0.03%
尚未,1,0.03%
批,1,0.03%
扯斷,1,0.03%
專職,1,0.03%
拉速,1,0.03%
排斥,1,0.03%
專用,1,0.03%
排名,1,0.03%
密度,1,0.03%
富集,1,0.03%
寡占,1,0.03%
掉出,1,0.03%
實時,1,0.03%
授權,1,0.03%
實績,1,0.03%
捲帶,1,0.03%
實體,1,0.03%
挑戰,1,0.03%
挑出,1,0.03%
指示器,1,0.03%
指標,1,0.03%
寬裕,1,0.03%
封,1,0.03%
封住,1,0.03%
封閉,1,0.03%
持取,1,0.03%
持,1,0.03%
拿到,1,0.03%
拼,1,0.03%
拘,1,0.03%
拓展,1,0.03%
拌合機,1,0.03%
拋移,1,0.03%
拋光盤,1,0.03%
拋光機,1,0.03%
專有,1,0.03%
水躍式,1,0.03%
水電費,1,0.03%
合理,1,0.03%
凝結成,1,0.03%
破滅,1,0.03%
破損片,1,0.03%
冗餘,1,0.03%
冷,1,0.03%
凍去,1,0.03%
研磨劑,1,0.03%
凝,1,0.03%
凝成,1,0.03%
研提,1,0.03%
研,1,0.03%
矽電,1,0.03%
矽甲烷,1,0.03%
矽湯,1,0.03%
矽晶石,1,0.03%
矽層,1,0.03%
產物,1,0.03%
矽多,1,0.03%
矽 ,1,0.03%
出口,1,0.03%
石灰石,1,0.03%
石灰,1,0.03%
短長,1,0.03%
短缺,1,0.03%
出單,1,0.03%
出廠,1,0.03%
出新,1,0.03%
知識,1,0.03%
知名,1,0.03%
出自,1,0.03%
矚目,1,0.03%
破碎,1,0.03%
破裂,1,0.03%
破裂,1,0.03%
硬化,1,0.03%
科 ,1,0.03%
秉承,1,0.03%
共享,1,0.03%
共有,1,0.03%
共沸,1,0.03%
磷,1,0.03%
磨粒,1,0.03%
共用,1,0.03%
磨擦,1,0.03%
磨損,1,0.03%
共計,1,0.03%
共通點,1,0.03%
共面度,1,0.03%
磚,1,0.03%
磊晶矽,1,0.03%
磊晶層,1,0.03%
磊晶,1,0.03%
磁場,1,0.03%
其下,1,0.03%
確實,1,0.03%
其分離,1,0.03%
具體意見,1,0.03%
碳為,1,0.03%
碳,1,0.03%
碰損,1,0.03%
碎屑,1,0.03%
硬度,1,0.03%
硬體,1,0.03%
兼任,1,0.03%
出門,1,0.03%
瞄準,1,0.03%
眾多,1,0.03%
百道,1,0.03%
分配定,1,0.03%
發轉出,1,0.03%
發貨,1,0.03%
分流,1,0.03%
發揮到,1,0.03%
分類,1,0.03%
分離出所欲,1,0.03%
切出,1,0.03%
瘦,1,0.03%
切割成,1,0.03%
當機,1,0.03%
當做,1,0.03%
切好,1,0.03%
切成,1,0.03%
異常,1,0.03%
留下,1,0.03%
切掉,1,0.03%
甲醇,1,0.03%
由於,1,0.03%
用途,1,0.03%
用種,1,0.03%
切換,1,0.03%
用完,1,0.03%
切斷,1,0.03%
用作為,1,0.03%
用作,1,0.03%
用以,1,0.03%
刊,1,0.03%
產能,1,0.03%
百萬,1,0.03%
皆,1,0.03%
出電性,1,0.03%
盛有,1,0.03%
看待,1,0.03%
看完,1,0.03%
出流,1,0.03%
省電,1,0.03%
相連,1,0.03%
相隔,1,0.03%
相關係數,1,0.03%
相連接,1,0.03%
相連,1,0.03%
相近,1,0.03%
相輔相成,1,0.03%
分出,1,0.03%
相當量,1,0.03%
分子,1,0.03%
相燒結,1,0.03%
分寄,1,0.03%
相應,1,0.03%
相差,1,0.03%
相中,1,0.03%
相 ,1,0.03%
分式,1,0.03%
分段,1,0.03%
監造,1,0.03%
監測記錄,1,0.03%
監測,1,0.03%
分選出,1,0.03%
監,1,0.03%
盡量,1,0.03%
盛裝,1,0.03%
秒,1,0.03%
移,1,0.03%
公里,1,0.03%
絕佳,1,0.03%
備註,1,0.03%
催,1,0.03%
組織,1,0.03%
傳入,1,0.03%
傳導,1,0.03%
組分,1,0.03%
終止,1,0.03%
細菌,1,0.03%
傾,1,0.03%
傾斜,1,0.03%
細密,1,0.03%
傾聽,1,0.03%
僅,1,0.03%
價值,1,0.03%
純度化學,1,0.03%
純鹼,1,0.03%
純酸,1,0.03%
廢酸,1,0.03%
優化,1,0.03%
優惠,1,0.03%
精細,1,0.03%
精準,1,0.03%
精度,1,0.03%
精,1,0.03%
粘貼,1,0.03%
粗細,1,0.03%
優點為,1,0.03%
粗,1,0.03%
儲,1,0.03%
備以,1,0.03%
偷溜,1,0.03%
充,1,0.03%
偵測到,1,0.03%
編寫,1,0.03%
編制,1,0.03%
編,1,0.03%
倒,1,0.03%
線用,1,0.03%
線,1,0.03%
緊跟,1,0.03%
緊急,1,0.03%
倦,1,0.03%
維艱,1,0.03%
維繫,1,0.03%
值入,1,0.03%
假像,1,0.03%
維,1,0.03%
假設,1,0.03%
經歷了,1,0.03%
偏,1,0.03%
經費,1,0.03%
偏高,1,0.03%
做出,1,0.03%
經濟部技術處,1,0.03%
經濟部,1,0.03%
經歷,1,0.03%
經援,1,0.03%
經,1,0.03%
做為為,1,0.03%
停產,1,0.03%
絕緣層,1,0.03%
健康,1,0.03%
粉屑,1,0.03%
籌建,1,0.03%
移向,1,0.03%
章,1,0.03%
突進,1,0.03%
光滑,1,0.03%
穿越,1,0.03%
穿,1,0.03%
光亮,1,0.03%
空管,1,0.03%
空泵,1,0.03%
免,1,0.03%
免費,1,0.03%
入,1,0.03%
內壁,1,0.03%
內存,1,0.03%
穩坐,1,0.03%
穩健,1,0.03%
穩,1,0.03%
內引腳,1,0.03%
內進行,1,0.03%
稱線寬,1,0.03%
內數,1,0.03%
全新,1,0.03%
全球,1,0.03%
全程,1,0.03%
程度,1,0.03%
全自動,1,0.03%
程 ,1,0.03%
稀釋掉,1,0.03%
公轉,1,0.03%
公開,1,0.03%
移至,1,0.03%
窄,1,0.03%
端,1,0.03%
籃,1,0.03%
競,1,0.03%
簡易,1,0.03%
簡述為,1,0.03%
簡述,1,0.03%
簡要,1,0.03%
簡稱為,1,0.03%
充滿,1,0.03%
簡圖,1,0.03%
簡化,1,0.03%
簡便,1,0.03%
簡,1,0.03%
先出,1,0.03%
節能,1,0.03%
先期,1,0.03%
先發,1,0.03%
管路,1,0.03%
管銷費,1,0.03%
管理,1,0.03%
筋 ,1,0.03%
等級,1,0.03%
等於,1,0.03%
等方,1,0.03%
先行,1,0.03%
第三章,1,0.03%
第三,1,0.03%
第一,1,0.03%
競爭力,1,0.03%
競爭力,1,0.03%
光現,1,0.03%
競 ,1,0.03%
判,1,0.03%
刨削,1,0.03%
永 ,1,0.03%
混酸,1,0.03%
協調,1,0.03%
減去,1,0.03%
協力,1,0.03%
減  廢,1,0.03%
減,1,0.03%
清理,1,0.03%
占有,1,0.03%
清運,1,0.03%
卡車部,1,0.03%
印字,1,0.03%
印有,1,0.03%
添加物,1,0.03%
印章,1,0.03%
危險,1,0.03%
混池,1,0.03%
利好,1,0.03%
混合物,1,0.03%
混合槽,1,0.03%
即可,1,0.03%
即時,1,0.03%
即為,1,0.03%
深遠,1,0.03%
厚度,1,0.03%
深刻,1,0.03%
厚度,1,0.03%
原來,1,0.03%
淡苯味,1,0.03%
原先,1,0.03%
原則,1,0.03%
原始,1,0.03%
協萃,1,0.03%
減緩,1,0.03%
半導體工業,1,0.03%
渦流,1,0.03%
化合物,1,0.03%
滲漏油,1,0.03%
滲入,1,0.03%
化學式,1,0.03%
滑,1,0.03%
滋長,1,0.03%
滋生,1,0.03%
溶質,1,0.03%
化案,1,0.03%
化為,1,0.03%
溶性,1,0.03%
十餘,1,0.03%
溫暖化,1,0.03%
溫度,1,0.03%
溫 度,1,0.03%
溫,1,0.03%
溝通,1,0.03%
升,1,0.03%
升級,1,0.03%
升至,1,0.03%
升起,1,0.03%
源自於,1,0.03%
湧出,1,0.03%
游離,1,0.03%
測量,1,0.03%
測試機台,1,0.03%
半 ,1,0.03%
半  ,1,0.03%
測 ,1,0.03%
原成,1,0.03%
原物,1,0.03%
涉,1,0.03%
召回,1,0.03%
可惜,1,0.03%
沸點,1,0.03%
沸騰,1,0.03%
沸物,1,0.03%
可期,1,0.03%
沒有用,1,0.03%
可燃,1,0.03%
可知,1,0.03%
沉降  不良,1,0.03%
沉積法,1,0.03%
沉積出,1,0.03%
可謂,1,0.03%
沉澱法,1,0.03%
台,1,0.03%
台 灣 ,1,0.03%
汽車,1,0.03%
決定性,1,0.03%
司,1,0.03%
決,1,0.03%
汲極流出,1,0.03%
合上,1,0.03%
汲取,1,0.03%
合併,1,0.03%
汰換,1,0.03%
合大,1,0.03%
合成,1,0.03%
合於,1,0.03%
池,1,0.03%
合資,1,0.03%
沾印,1,0.03%
沿用,1,0.03%
去疵,1,0.03%
泛稱為,1,0.03%
消退,1,0.03%
參,1,0.03%
消失,1,0.03%
消 ,1,0.03%
浸入,1,0.03%
反覆,1,0.03%
取名為,1,0.03%
浮現,1,0.03%
流通到,1,0.03%
取放,1,0.03%
流入,1,0.03%
流,1,0.03%
活潑,1,0.03%
活性劑,1,0.03%
活,1,0.03%
洩,1,0.03%
取而代,1,0.03%
取自,1,0.03%
受制,1,0.03%
洗掉,1,0.03%
洗大,1,0.03%
洗 ,1,0.03%
受惠於,1,0.03%
受損,1,0.03%
受益,1,0.03%
波動更大,1,0.03%
波動為,1,0.03%
受蝕,1,0.03%
波,1,0.03%
滴於,1,0.03%
化 ,1,0.03%
包辦,1,0.03%
剝離,1,0.03%
特點,1,0.03%
特性,1,0.03%
特徵,1,0.03%
剩少,1,0.03%
剪,1,0.03%
物理性,1,0.03%
物理,1,0.03%
剪下來,1,0.03%
割完,1,0.03%
物理,1,0.03%
版本,1,0.03%
片,1,0.03%
爭鳴,1,0.03%
爭,1,0.03%
爆發,1,0.03%
營造,1,0.03%
營收表,1,0.03%
營,1,0.03%
燕瘦,1,0.03%
燒製,1,0.03%
燒結成,1,0.03%
創始,1,0.03%
創新,1,0.03%
燒,1,0.03%
創造出,1,0.03%
燃油,1,0.03%
劃下,1,0.03%
燃和,1,0.03%
燃 ,1,0.03%
狀況,1,0.03%
剝,1,0.03%
熱量,1,0.03%
獨立,1,0.03%
刪除,1,0.03%
產 ,1,0.03%
刮傷,1,0.03%
生料,1,0.03%
刮除,1,0.03%
生產線,1,0.03%
生物,1,0.03%
生段,1,0.03%
制定出,1,0.03%
甚少,1,0.03%
瓶裝,1,0.03%
瓦 ,1,0.03%
環肥燕瘦,1,0.03%
制於,1,0.03%
環保局,1,0.03%
制裁,1,0.03%
刻,1,0.03%
刻蝕,1,0.03%
削弱,1,0.03%
現在,1,0.03%
現值,1,0.03%
現代,1,0.03%
削油,1,0.03%
玻 ,1,0.03%
獲利,1,0.03%
削用,1,0.03%
前置,1,0.03%
前述,1,0.03%
獨立封,1,0.03%
熱門,1,0.03%
熱爐,1,0.03%
演,1,0.03%
為限,1,0.03%
為例,1,0.03%
加裝,1,0.03%
加載,1,0.03%
灰,1,0.03%
火焰,1,0.03%
瀝 ,1,0.03%
加高,1,0.03%
濺擊出來,1,0.03%
濺擊,1,0.03%
濺 ,1,0.03%
濕法,1,0.03%
濕式法,1,0.03%
濕式,1,0.03%
加料,1,0.03%
助,1,0.03%
濃鹽水,1,0.03%
助益相形失 色,1,0.03%
激烈,1,0.03%
動,1,0.03%
澆鑄,1,0.03%
動土,1,0.03%
潮濕,1,0.03%
潛力,1,0.03%
動能,1,0.03%
勝任,1,0.03%
漿料,1,0.03%
募集,1,0.03%
勢在,1,0.03%
演變,1,0.03%
為止,1,0.03%
為例,1,0.03%
熱烘,1,0.03%
烘乾,1,0.03%
熱漲,1,0.03%
熱器,1,0.03%
劇減,1,0.03%
熟料,1,0.03%
熔解,1,0.03%
劑,1,0.03%
劑為,1,0.03%
熔 ,1,0.03%
照相,1,0.03%
照片,1,0.03%
力,1,0.03%
照射人眼,1,0.03%
加 ,1,0.03%
無色,1,0.03%
無缺,1,0.03%
無水乾式,1,0.03%
無毒,1,0.03%
無機性,1,0.03%
無所遁形,1,0.03%
加劇,1,0.03%
無定,1,0.03%
加壓,1,0.03%
無塵,1,0.03%
無可,1,0.03%
焚,1,0.03%
焊黏,1,0.03%
焊接,1,0.03%
烘燒,1,0.03%
加掛,1,0.03%
         Lam Research,1,0.03%
